Zaman damgası,Pozisyon,Seviye,Deneyim,Teknoloji,Lokasyon (Firma),Çalışma Şekli,Şirket Çalışan Sayısı,Maaş Cinsi,Maaş / Aylık (NET)
23.01.2023 00:32:23,Frontend Developer,Junior,0-1 Yıl,"React / NextJS, Javascript, React Native, Figma",Türkiye,Remote,10-30,Türk Lirası,11.000 - 15.000 TL
23.01.2023 10:47:14,Backend Developer,Junior,0-1 Yıl,Java / Spring,Türkiye,Remote,10-30,Türk Lirası,11.000 - 15.000 TL
23.01.2023 11:51:21,Backend Developer,Junior,0-1 Yıl,C# / .NET Framework,Türkiye,Remote,10-30,Türk Lirası,11.000 - 15.000 TL
24.01.2023 19:47:24,SAP teknik danışman ,Junior,0-1 Yıl,"SAP, ABAP",Türkiye,Remote,10-30,Türk Lirası,11.000 - 15.000 TL
22.01.2023 22:28:24,Mobile Developer,Junior,0-1 Yıl,Flutter,Türkiye,Remote,10-30,Türk Lirası,16.000 - 20.000 TL
22.01.2023 19:36:07,ML engineer,Junior,0-1 Yıl,Python,Türkiye,Remote,10-30,Türk Lirası,21.000 - 25.000 TL
22.01.2023 21:16:27,Frontend Developer,Junior,0-1 Yıl,Angular,Türkiye,Remote,10-30,Türk Lirası,5000 - 10.000 TL
22.01.2023 21:53:51,Frontend Developer,Junior,0-1 Yıl,"React / NextJS, NodeJS, Javascript, React Native",Türkiye,Remote,10-30,Türk Lirası,5000 - 10.000 TL
23.01.2023 02:45:12,Backend Developer,Junior,0-1 Yıl,Python,Türkiye,Remote,10-30,Türk Lirası,5000 - 10.000 TL
23.01.2023 11:55:26,Frontend Developer,Junior,0-1 Yıl,"React / NextJS, Javascript",Türkiye,Remote,10-30,Türk Lirası,5000 - 10.000 TL
23.01.2023 16:15:40,Backend Developer,Junior,0-1 Yıl,"React / NextJS, NodeJS, Javascript",Türkiye,Remote,10-30,Türk Lirası,5000 - 10.000 TL
23.01.2023 16:46:51,Backend Developer,Junior,0-1 Yıl,NodeJS,Türkiye,Remote,10-30,Türk Lirası,5000 - 10.000 TL
25.01.2023 11:57:34,Frontend Developer,Junior,0-1 Yıl,"React / NextJS, Javascript",Türkiye,Remote,10-30,Türk Lirası,5000 - 10.000 TL
22.01.2023 22:53:32,Backend Developer,Junior,0-1 Yıl,flask,Türkiye,Remote,10-30,Türk Lirası,71.000 - 80.000 TL
22.01.2023 18:58:21,Mobile Developer,Junior,0-1 Yıl,Flutter,Türkiye,Yerinde / Ofiste,10-30,Türk Lirası,11.000 - 15.000 TL
22.01.2023 19:08:00,Frontend Developer,Junior,0-1 Yıl,"React / NextJS, Javascript, React Native, Flutter, Figma",Türkiye,Yerinde / Ofiste,10-30,Türk Lirası,11.000 - 15.000 TL
22.01.2023 19:21:30,Backend Developer,Junior,0-1 Yıl,C# / .NET Framework,Türkiye,Yerinde / Ofiste,10-30,Türk Lirası,11.000 - 15.000 TL
22.01.2023 19:41:23,Frontend Developer,Junior,0-1 Yıl,"React / NextJS, Javascript",Türkiye,Yerinde / Ofiste,10-30,Türk Lirası,11.000 - 15.000 TL
22.01.2023 19:52:40,Fullstack Developer,Junior,0-1 Yıl,C# / .NET Framework,Türkiye,Yerinde / Ofiste,10-30,Türk Lirası,11.000 - 15.000 TL
22.01.2023 20:40:58,Frontend Developer,Junior,0-1 Yıl,React / NextJS,Türkiye,Yerinde / Ofiste,10-30,Türk Lirası,11.000 - 15.000 TL
22.01.2023 20:59:11,Backend Developer,Junior,0-1 Yıl,NodeJS,Türkiye,Yerinde / Ofiste,10-30,11500,11.000 - 15.000 TL
22.01.2023 21:05:15,Backend Developer,Junior,0-1 Yıl,C# / .NET Framework,Türkiye,Yerinde / Ofiste,10-30,Türk Lirası,11.000 - 15.000 TL
22.01.2023 21:18:08,Frontend Developer,Junior,0-1 Yıl,"Angular, Java / Spring, PHP / Laravel",Türkiye,Yerinde / Ofiste,10-30,Türk Lirası,11.000 - 15.000 TL
22.01.2023 22:32:07,Fullstack Developer,Junior,0-1 Yıl,"Javascript, C# / .NET Framework, PHP / Laravel",Türkiye,Yerinde / Ofiste,10-30,Türk Lirası,11.000 - 15.000 TL
22.01.2023 23:48:34,Frontend Developer,Junior,0-1 Yıl,React / NextJS,Türkiye,Yerinde / Ofiste,10-30,Türk Lirası,11.000 - 15.000 TL
23.01.2023 07:15:06,Game Developer / Oyun Geliştirici,Junior,0-1 Yıl,Unity,Türkiye,Yerinde / Ofiste,10-30,Türk Lirası,11.000 - 15.000 TL
23.01.2023 10:46:51,Embedded Software,Junior,0-1 Yıl,"C# / .NET Framework, C / C++",Türkiye,Yerinde / Ofiste,10-30,Türk Lirası,11.000 - 15.000 TL
23.01.2023 11:11:14,Frontend Developer,Junior,0-1 Yıl,Javascript,Türkiye,Yerinde / Ofiste,10-30,Türk Lirası,11.000 - 15.000 TL
23.01.2023 12:21:54,Data Analyst,Junior,0-1 Yıl,Python,Türkiye,Yerinde / Ofiste,10-30,Türk Lirası,11.000 - 15.000 TL
24.01.2023 22:29:12,Analist,Junior,0-1 Yıl,Figma,Türkiye,Yerinde / Ofiste,10-30,Türk Lirası,11.000 - 15.000 TL
22.01.2023 22:33:10,Mobile Developer,Junior,0-1 Yıl,Swift,Türkiye,Yerinde / Ofiste,10-30,Türk Lirası,16.000 - 20.000 TL
23.01.2023 12:24:13,Makine mühendisi ,Tanımsız,0-1 Yıl,Solidworks ,Türkiye,Yerinde / Ofiste,10-30,Türk Lirası,16.000 - 20.000 TL
23.01.2023 18:51:02,Frontend Developer,Junior,0-1 Yıl,Javascript,Türkiye,Yerinde / Ofiste,10-30,Türk Lirası,16.000 - 20.000 TL
23.01.2023 01:36:10,Mobile Developer,Junior,0-1 Yıl,Flutter,Türkiye,Yerinde / Ofiste,10-30,Türk Lirası,21.000 - 25.000 TL
22.01.2023 22:26:55,Fullstack Developer,Junior,0-1 Yıl,"Javascript, PHP / Laravel",Türkiye,Yerinde / Ofiste,10-30,Türk Lirası,26.000 - 30.000 TL
22.01.2023 18:58:40,Frontend Developer,Junior,0-1 Yıl,React / NextJS,Türkiye,Yerinde / Ofiste,10-30,Türk Lirası,5000 - 10.000 TL
23.01.2023 00:01:52,Fullstack Developer,Senior,7-9 Yıl,"React / NextJS, Vue, C# / .NET Framework",Türkiye,Hybrid,100-300,Türk Lirası,11.000 - 15.000 TL
22.01.2023 20:49:39,Backend Developer,Senior,7-9 Yıl,Java / Spring,Türkiye,Hybrid,100-300,Türk Lirası,36.000 - 40.000 TL
23.01.2023 14:05:38,Frontend Developer,Senior,7-9 Yıl,"Angular, Vue, NodeJS, Javascript, C# / .NET Framework, PHP / Laravel, React Native, C / C++, Unity, Unreal",Türkiye,Hybrid,100-300,Türk Lirası,5000 - 10.000 TL
22.01.2023 20:46:29,Backend Developer,Senior,7-9 Yıl,NodeJS,Türkiye,Hybrid,100-300,Türk Lirası,56.000 - 60.000 TL
22.01.2023 19:14:46,Game Developer / Oyun Geliştirici,Senior,7-9 Yıl,"C# / .NET Framework, PHP / Laravel",Türkiye,Hybrid,100-300,Türk Lirası,71.000 - 80.000 TL
22.01.2023 20:29:51,Fullstack Developer,Senior,7-9 Yıl,"Angular, C# / .NET Framework",Türkiye,Remote,100-300,Türk Lirası,26.000 - 30.000 TL
22.01.2023 19:41:50,Backend Developer,Senior,7-9 Yıl,"Java / Spring, C# / .NET Framework",Türkiye,Remote,100-300,Türk Lirası,31.000 - 35.000 TL
22.01.2023 19:00:02,Backend Developer,Senior,7-9 Yıl,C# / .NET Framework,Türkiye,Remote,100-300,Türk Lirası,36.000 - 40.000 TL
22.01.2023 23:51:47,Backend Developer,Senior,7-9 Yıl,"Vue, NodeJS, Javascript, PHP / Laravel",Türkiye,Remote,100-300,Türk Lirası,36.000 - 40.000 TL
23.01.2023 08:42:49,Mobile Developer,Senior,7-9 Yıl,Kotlin,Türkiye,Remote,100-300,Türk Lirası,61.000 - 65.000 TL
22.01.2023 21:48:23,Mobile Developer,Tanımsız,7-9 Yıl,"Angular, C# / .NET Framework",Türkiye,Yerinde / Ofiste,100-300,Türk Lirası,11.000 - 15.000 TL
22.01.2023 19:42:33,Fullstack Developer,Mid,7-9 Yıl,"React / NextJS, Javascript, C# / .NET Framework",Türkiye,Yerinde / Ofiste,100-300,Türk Lirası,26.000 - 30.000 TL
22.01.2023 23:04:30,DevOps Engineer,Senior,7-9 Yıl,"Javascript, Java / Spring, ELK ",Türkiye,Yerinde / Ofiste,100-300,Türk Lirası,41.000 - 45.000 TL
22.01.2023 18:56:06,PLC & Robotic,Mid,4-6 Yıl,"C# / .NET Framework, C / C++",Türkiye,Hybrid,100-300,Türk Lirası,16.000 - 20.000 TL
23.01.2023 10:02:18,Backend Developer,Mid,4-6 Yıl,Java / Spring,Türkiye,Hybrid,100-300,Türk Lirası,36.000 - 40.000 TL
22.01.2023 19:52:57,Frontend Developer,Mid,4-6 Yıl,Javascript,Türkiye,Remote,100-300,Türk Lirası,11.000 - 15.000 TL
22.01.2023 21:32:20,Fullstack Developer,Mid,4-6 Yıl,C# / .NET Framework,Türkiye,Remote,100-300,Türk Lirası,11.000 - 15.000 TL
22.01.2023 21:56:55,Backend Developer,Mid,4-6 Yıl,PHP / Laravel,Türkiye,Remote,100-300,Türk Lirası,16.000 - 20.000 TL
23.01.2023 10:43:20,Data Scientist,Tanımsız,4-6 Yıl,Python,Türkiye,Remote,100-300,Türk Lirası,16.000 - 20.000 TL
22.01.2023 20:14:32,Frontend Developer,Mid,4-6 Yıl,Javascript,Türkiye,Remote,100-300,Türk Lirası,21.000 - 25.000 TL
22.01.2023 22:55:00,Backend Developer,Mid,4-6 Yıl,C# / .NET Framework,Türkiye,Remote,100-300,Türk Lirası,21.000 - 25.000 TL
23.01.2023 12:09:57,Frontend Developer,Senior,4-6 Yıl,"Vue, Javascript, Figma",Türkiye,Remote,100-300,Türk Lirası,21.000 - 25.000 TL
22.01.2023 20:02:38,Frontend Developer,Mid,4-6 Yıl,"React / NextJS, Javascript",Türkiye,Remote,100-300,Türk Lirası,26.000 - 30.000 TL
22.01.2023 22:03:55,Backend Developer,Senior,4-6 Yıl,"Javascript, C# / .NET Framework",Türkiye,Remote,100-300,Türk Lirası,31.000 - 35.000 TL
22.01.2023 23:49:57,Analist,Mid,4-6 Yıl,Figma,Türkiye,Remote,100-300,Türk Lirası,31.000 - 35.000 TL
23.01.2023 00:23:49,Frontend Developer,Mid,4-6 Yıl,React / NextJS,Türkiye,Remote,100-300,Türk Lirası,31.000 - 35.000 TL
22.01.2023 23:51:22,Backend Developer,Senior,4-6 Yıl,"Angular, Javascript, C# / .NET Framework",Türkiye,Remote,100-300,Türk Lirası,36.000 - 40.000 TL
23.01.2023 00:00:31,Frontend Developer,Senior,4-6 Yıl,"React / NextJS, Javascript, Figma",Türkiye,Remote,100-300,Türk Lirası,36.000 - 40.000 TL
23.01.2023 00:04:13,CRM Developer,Mid,4-6 Yıl,"Javascript, C# / .NET Framework",Türkiye,Remote,100-300,Türk Lirası,36.000 - 40.000 TL
23.01.2023 09:14:37,Frontend Developer,Senior,4-6 Yıl,"Angular, Javascript",Türkiye,Remote,100-300,Türk Lirası,36.000 - 40.000 TL
22.01.2023 22:29:21,Backend Developer,Tanımsız,4-6 Yıl,PHP / Laravel,Türkiye,Remote,100-300,Türk Lirası,41.000 - 45.000 TL
22.01.2023 21:01:42,Qa,Senior,4-6 Yıl,Python,Türkiye,Remote,100-300,Türk Lirası,51.000 - 55.000 TL
22.01.2023 23:20:26,Analist,Mid,4-6 Yıl,C# / .NET Framework,Türkiye,Remote,100-300,Türk Lirası,56.000 - 60.000 TL
22.01.2023 20:35:35,Backend Developer,Senior,4-6 Yıl,python,Türkiye,Remote,100-300,Dolar,66.000 - 70.000 TL
23.01.2023 01:59:29,Backend Developer,Mid,4-6 Yıl,"Javascript, PHP / Laravel",Türkiye,Yerinde / Ofiste,100-300,Türk Lirası,11.000 - 15.000 TL
22.01.2023 19:09:22,Fullstack Developer,Mid,4-6 Yıl,PHP / Laravel,Türkiye,Yerinde / Ofiste,100-300,Türk Lirası,16.000 - 20.000 TL
23.01.2023 11:53:37,Fullstack Developer,Senior,4-6 Yıl,"React / NextJS, Angular, Javascript, Java / Spring, Kotlin",Türkiye,Yerinde / Ofiste,100-300,Türk Lirası,26.000 - 30.000 TL
22.01.2023 22:11:41,Fullstack Developer,Senior,10+ Yıl,C# / .NET Framework,Türkiye,Hybrid,100-300,Türk Lirası,26.000 - 30.000 TL
22.01.2023 21:50:28,Frontend Developer,Senior,10+ Yıl,"React / NextJS, Javascript",Türkiye,Hybrid,100-300,Türk Lirası,36.000 - 40.000 TL
22.01.2023 19:28:55,Backend Developer,Senior,10+ Yıl,"React / NextJS, Javascript, C# / .NET Framework",Türkiye,Hybrid,100-300,Türk Lirası,41.000 - 45.000 TL
23.01.2023 00:32:16,Architect / Mimar,Senior,10+ Yıl,Java / Spring,Türkiye,Hybrid,100-300,Türk Lirası,46.000 - 50.000 TL
23.01.2023 09:29:36,Product manager,Tanımsız,10+ Yıl,No developement,Türkiye,Hybrid,100-300,Türk Lirası,56.000 - 60.000 TL
23.01.2023 00:34:58,Backend Developer,Senior,10+ Yıl,"Angular, NodeJS, Javascript, C# / .NET Framework",Türkiye,Hybrid,100-300,Türk Lirası,71.000 - 80.000 TL
22.01.2023 22:51:28,Fullstack Developer,Senior,10+ Yıl,"React / NextJS, NodeJS, Javascript, go",Türkiye,Remote,100-300,Türk Lirası,26.000 - 30.000 TL
22.01.2023 23:34:52,Takim lideri,Senior,10+ Yıl,C# / .NET Framework,Türkiye,Remote,100-300,Türk Lirası,31.000 - 35.000 TL
23.01.2023 03:36:00,Backend Developer,Senior,10+ Yıl,C# / .NET Framework,Türkiye,Remote,100-300,Türk Lirası,36.000 - 40.000 TL
23.01.2023 20:58:29,Backend Developer,Senior,10+ Yıl,C# / .NET Framework,Türkiye,Remote,100-300,Türk Lirası,46.000 - 50.000 TL
23.01.2023 10:06:39,Backend Developer,Senior,10+ Yıl,"Java / Spring, C# / .NET Framework",Türkiye,Remote,100-300,Türk Lirası,51.000 - 55.000 TL
22.01.2023 21:31:24,Architect / Mimar,Senior,10+ Yıl,"React / NextJS, Angular, NodeJS, Javascript, C# / .NET Framework, C / C++",Türkiye,Remote,100-300,Türk Lirası,56.000 - 60.000 TL
22.01.2023 23:33:52,Yönetici / Müdür,Senior,10+ Yıl,"React / NextJS, C# / .NET Framework, C / C++, Delphi",Türkiye,Yerinde / Ofiste,100-300,Türk Lirası,81.000 - 90.000 TL
22.01.2023 18:59:37,Data Analyst,Junior,1-3 Yıl,Sql,Türkiye,Hybrid,100-300,Türk Lirası,16.000 - 20.000 TL
22.01.2023 20:12:39,Backend Developer,Mid,1-3 Yıl,"Javascript, C# / .NET Framework",Türkiye,Hybrid,100-300,Türk Lirası,16.000 - 20.000 TL
22.01.2023 20:28:07,Mobile Developer,Junior,1-3 Yıl,Swift,Türkiye,Hybrid,100-300,Türk Lirası,16.000 - 20.000 TL
22.01.2023 20:53:35,Analist,Mid,1-3 Yıl,Javascript,Türkiye,Hybrid,100-300,Türk Lirası,16.000 - 20.000 TL
22.01.2023 18:59:42,Backend Developer,Mid,1-3 Yıl,PHP / Laravel,Türkiye,Hybrid,100-300,Türk Lirası,21.000 - 25.000 TL
22.01.2023 19:07:39,Fullstack Developer,Mid,1-3 Yıl,"Angular, C# / .NET Framework",Türkiye,Hybrid,100-300,Türk Lirası,21.000 - 25.000 TL
22.01.2023 19:56:42,Backend Developer,Tanımsız,1-3 Yıl,Java / Spring,Türkiye,Hybrid,100-300,Türk Lirası,21.000 - 25.000 TL
22.01.2023 20:37:53,Frontend Developer,Mid,1-3 Yıl,Angular,Türkiye,Hybrid,100-300,Türk Lirası,26.000 - 30.000 TL
22.01.2023 22:20:30,Backend Developer,Mid,1-3 Yıl,Java / Spring,Türkiye,Hybrid,100-300,Türk Lirası,26.000 - 30.000 TL
23.01.2023 02:39:38,Fullstack Developer,Mid,1-3 Yıl,"Javascript, PHP / Laravel",Türkiye,Hybrid,100-300,Türk Lirası,26.000 - 30.000 TL
22.01.2023 18:53:40,Embedded software dev,Mid,1-3 Yıl,C / C++,Türkiye,Hybrid,100-300,Türk Lirası,31.000 - 35.000 TL
23.01.2023 00:15:50,Backend Developer,Junior,1-3 Yıl,"Javascript, Java / Spring, Vertx",Türkiye,Hybrid,100-300,Türk Lirası,31.000 - 35.000 TL
25.01.2023 17:45:25,Backend Developer,Mid,1-3 Yıl,"NodeJS, Javascript, Java / Spring",Türkiye,Hybrid,100-300,Türk Lirası,31.000 - 35.000 TL
22.01.2023 19:53:59,Mobile Developer,Junior,1-3 Yıl,Kotlin,Türkiye,Remote,100-300,Türk Lirası,11.000 - 15.000 TL
23.01.2023 12:58:58,Data Analyst,Junior,1-3 Yıl,Python ,Türkiye,Remote,100-300,Türk Lirası,11.000 - 15.000 TL
23.01.2023 17:46:07,Backend Developer,Junior,1-3 Yıl,PHP / Laravel,Türkiye,Remote,100-300,Türk Lirası,11.000 - 15.000 TL
22.01.2023 18:49:41,Frontend Developer,Junior,1-3 Yıl,"React / NextJS, Javascript",Türkiye,Remote,100-300,Türk Lirası,16.000 - 20.000 TL
22.01.2023 21:43:14,Frontend Developer,Junior,1-3 Yıl,"Vue, Javascript",Türkiye,Remote,100-300,Türk Lirası,16.000 - 20.000 TL
22.01.2023 22:25:42,Backend Developer,Junior,1-3 Yıl,Java / Spring,Türkiye,Remote,100-300,Türk Lirası,16.000 - 20.000 TL
22.01.2023 23:27:38,Backend Developer,Junior,1-3 Yıl,"Java / Spring, jquery",Türkiye,Remote,100-300,Türk Lirası,16.000 - 20.000 TL
23.01.2023 00:03:23,Fullstack Developer,Mid,1-3 Yıl,"Vue, Javascript, Python / Django",Türkiye,Remote,100-300,Türk Lirası,16.000 - 20.000 TL
23.01.2023 00:22:14,Fullstack Developer,Junior,1-3 Yıl,"Java / Spring, C# / .NET Framework, C / C++",Türkiye,Remote,100-300,Türk Lirası,16.000 - 20.000 TL
23.01.2023 00:53:00,Backend Developer,Junior,1-3 Yıl,Ruby,Türkiye,Remote,100-300,Türk Lirası,16.000 - 20.000 TL
23.01.2023 11:05:12,Analist,Junior,1-3 Yıl,Sql,Türkiye,Remote,100-300,Türk Lirası,16.000 - 20.000 TL
23.01.2023 12:02:34,Backend Developer,Mid,1-3 Yıl,"C# / .NET Framework, pl/sql",Türkiye,Remote,100-300,Türk Lirası,16.000 - 20.000 TL
24.01.2023 15:21:25,Mobile Developer,Junior,1-3 Yıl,Flutter,Türkiye,Remote,100-300,Türk Lirası,16.000 - 20.000 TL
22.01.2023 18:53:44,Backend Developer,Mid,1-3 Yıl,C# / .NET Framework,Türkiye,Remote,100-300,Türk Lirası,21.000 - 25.000 TL
22.01.2023 19:30:07,Frontend Developer,Junior,1-3 Yıl,"React / NextJS, Javascript",Türkiye,Remote,100-300,Türk Lirası,21.000 - 25.000 TL
22.01.2023 19:49:58,Frontend Developer,Junior,1-3 Yıl,stencil.js,Türkiye,Remote,100-300,Türk Lirası,21.000 - 25.000 TL
22.01.2023 23:22:07,Fullstack Developer,Mid,1-3 Yıl,"React / NextJS, Javascript, C# / .NET Framework",Türkiye,Remote,100-300,Türk Lirası,21.000 - 25.000 TL
22.01.2023 23:57:07,Backend Developer,Mid,1-3 Yıl,C# / .NET Framework,Türkiye,Remote,100-300,Türk Lirası,21.000 - 25.000 TL
23.01.2023 00:19:59,Mobile Developer,Mid,1-3 Yıl,Kotlin,Türkiye,Remote,100-300,Türk Lirası,21.000 - 25.000 TL
23.01.2023 00:46:19,Mobile Developer,Mid,1-3 Yıl,Kotlin,Türkiye,Remote,100-300,Türk Lirası,21.000 - 25.000 TL
23.01.2023 01:07:18,Fullstack Developer,Junior,1-3 Yıl,C# / .NET Framework,Türkiye,Remote,100-300,Türk Lirası,21.000 - 25.000 TL
23.01.2023 02:30:17,Analist,Senior,1-3 Yıl,SQL,Türkiye,Remote,100-300,Türk Lirası,21.000 - 25.000 TL
23.01.2023 11:49:43,Fullstack Developer,Junior,1-3 Yıl,C# / .NET Framework,Türkiye,Remote,100-300,Türk Lirası,21.000 - 25.000 TL
23.01.2023 18:13:45,Backend Developer,Mid,1-3 Yıl,Plsql,Türkiye,Remote,100-300,Türk Lirası,21.000 - 25.000 TL
22.01.2023 19:21:25,Frontend Developer,Junior,1-3 Yıl,React / NextJS,Türkiye,Remote,100-300,Türk Lirası,26.000 - 30.000 TL
22.01.2023 22:35:16,Project manager,Mid,1-3 Yıl,Productta kullanilan dilleri biliyorum ama coder degilim,Türkiye,Remote,100-300,Türk Lirası,26.000 - 30.000 TL
23.01.2023 11:50:09,Frontend Developer,Mid,1-3 Yıl,React / NextJS,Türkiye,Remote,100-300,Sterlin,26.000 - 30.000 TL
23.01.2023 20:50:50,Backend Developer,Mid,1-3 Yıl,Java / Spring,Türkiye,Remote,100-300,Türk Lirası,26.000 - 30.000 TL
25.01.2023 03:34:44,Mobile Developer,Mid,1-3 Yıl,Kotlin,Türkiye,Remote,100-300,Türk Lirası,26.000 - 30.000 TL
22.01.2023 22:06:43,Frontend Developer,Tanımsız,1-3 Yıl,"React / NextJS, Javascript",Türkiye,Remote,100-300,Türk Lirası,31.000 - 35.000 TL
23.01.2023 08:54:33,Mobile Developer,Senior,1-3 Yıl,React Native,Türkiye,Remote,100-300,Türk Lirası,31.000 - 35.000 TL
23.01.2023 10:39:49,DevOps Engineer,Mid,1-3 Yıl,"Kubernetes, Azure, Linux, CICD",Türkiye,Remote,100-300,Türk Lirası,31.000 - 35.000 TL
26.01.2023 14:24:37,Fullstack Developer,Mid,1-3 Yıl,"Angular, C# / .NET Framework",Türkiye,Remote,100-300,Türk Lirası,31.000 - 35.000 TL
22.01.2023 23:50:12,Mobile Developer,Senior,1-3 Yıl,Swift,Türkiye,Remote,100-300,Türk Lirası,41.000 - 45.000 TL
23.01.2023 07:35:33,Fullstack Developer,Junior,1-3 Yıl,"Vue, Javascript, PHP / Laravel",Türkiye,Remote,100-300,Türk Lirası,5000 - 10.000 TL
22.01.2023 19:33:10,iOS Developer,Mid,1-3 Yıl,Swift,Türkiye,Remote,100-300,Türk Lirası,56.000 - 60.000 TL
22.01.2023 20:50:31,Yönetici / Müdür,Junior,1-3 Yıl,"Jira, Monday",Türkiye,Yerinde / Ofiste,100-300,Türk Lirası,11.000 - 15.000 TL
23.01.2023 09:42:07,Arge,Tanımsız,1-3 Yıl,Solidworks,Türkiye,Yerinde / Ofiste,100-300,Türk Lirası,11.000 - 15.000 TL
22.01.2023 20:26:01,Industrial Automation Engineer,Mid,1-3 Yıl,"Sysmac Studio, Ladder, ST",Türkiye,Yerinde / Ofiste,100-300,Türk Lirası,16.000 - 20.000 TL
22.01.2023 21:07:08,Fullstack Developer,Senior,1-3 Yıl,"Angular, Javascript, Java / Spring",Türkiye,Yerinde / Ofiste,100-300,Türk Lirası,16.000 - 20.000 TL
23.01.2023 19:44:22,Frontend Developer,Mid,1-3 Yıl,"React / NextJS, Javascript",Türkiye,Yerinde / Ofiste,100-300,Türk Lirası,16.000 - 20.000 TL
22.01.2023 20:47:49,Backend Developer,Junior,1-3 Yıl,Java / Spring,Türkiye,Yerinde / Ofiste,100-300,Türk Lirası,21.000 - 25.000 TL
22.01.2023 18:49:36,Backend Developer,Mid,1-3 Yıl,Java / Spring,Türkiye,Yerinde / Ofiste,100-300,Türk Lirası,41.000 - 45.000 TL
22.01.2023 18:56:48,Backend Developer,Junior,0-1 Yıl,Java / Spring,Türkiye,Hybrid,100-300,Türk Lirası,11.000 - 15.000 TL
22.01.2023 20:03:42,Fullstack Developer,Junior,0-1 Yıl,"React / NextJS, Javascript, Java / Spring",Türkiye,Hybrid,100-300,Türk Lirası,11.000 - 15.000 TL
22.01.2023 21:59:24,Fullstack Developer,Junior,0-1 Yıl,Java / Spring,Türkiye,Hybrid,100-300,Türk Lirası,11.000 - 15.000 TL
23.01.2023 00:45:55,Test Otomasyonu,Junior,0-1 Yıl,Robot Framework,Türkiye,Hybrid,100-300,Türk Lirası,11.000 - 15.000 TL
23.01.2023 00:47:51,Frontend Developer,Junior,0-1 Yıl,"Javascript, Java / Spring, C / C++",Türkiye,Hybrid,100-300,Türk Lirası,11.000 - 15.000 TL
22.01.2023 22:58:46,Fullstack Developer,Junior,0-1 Yıl,"Angular, Java / Spring",Türkiye,Hybrid,100-300,Türk Lirası,26.000 - 30.000 TL
22.01.2023 22:10:53,Frontend Developer,Junior,0-1 Yıl,React / NextJS,Türkiye,Hybrid,100-300,Türk Lirası,5000 - 10.000 TL
22.01.2023 23:43:00,QA/Test Automation,Junior,0-1 Yıl,Java / Spring,Türkiye,Hybrid,100-300,Türk Lirası,5000 - 10.000 TL
22.01.2023 19:07:31,Frontend Developer,Junior,0-1 Yıl,"React / NextJS, Vue",Türkiye,Remote,100-300,Türk Lirası,11.000 - 15.000 TL
22.01.2023 21:24:19,Data Engineer,Junior,0-1 Yıl,Python,Türkiye,Remote,100-300,Türk Lirası,11.000 - 15.000 TL
22.01.2023 22:35:42,Frontend Developer,Mid,0-1 Yıl,Javascript,Türkiye,Remote,100-300,Türk Lirası,11.000 - 15.000 TL
22.01.2023 23:26:05,Backend Developer,Junior,0-1 Yıl,C# / .NET Framework,Türkiye,Remote,100-300,Türk Lirası,11.000 - 15.000 TL
23.01.2023 00:49:30,Mobile Developer,Junior,0-1 Yıl,Swift,Türkiye,Remote,100-300,Türk Lirası,11.000 - 15.000 TL
23.01.2023 11:16:15,ML engineer,Junior,0-1 Yıl,Python,Türkiye,Remote,100-300,Türk Lirası,11.000 - 15.000 TL
23.01.2023 12:57:38,Backend Developer,Junior,0-1 Yıl,C# / .NET Framework,Türkiye,Remote,100-300,Türk Lirası,11.000 - 15.000 TL
22.01.2023 22:32:07,QA Engineer,Junior,0-1 Yıl,"Javascript, Java / Spring",Türkiye,Remote,100-300,Türk Lirası,16.000 - 20.000 TL
22.01.2023 22:45:16,Backend Developer,Junior,0-1 Yıl,Java / Spring,Türkiye,Remote,100-300,Türk Lirası,21.000 - 25.000 TL
22.01.2023 21:25:10,Frontend Developer,Junior,0-1 Yıl,Javascript,Türkiye,Remote,100-300,Türk Lirası,5000 - 10.000 TL
22.01.2023 22:50:48,Fullstack Developer,Junior,0-1 Yıl,"React / NextJS, Java / Spring",Türkiye,Remote,100-300,Türk Lirası,5000 - 10.000 TL
23.01.2023 15:03:09,Backend Developer,Junior,0-1 Yıl,Java / Spring,Türkiye,Remote,100-300,Türk Lirası,5000 - 10.000 TL
22.01.2023 19:43:22,Backend Developer,Junior,0-1 Yıl,C# / .NET Framework,Türkiye,Yerinde / Ofiste,100-300,Türk Lirası,11.000 - 15.000 TL
22.01.2023 20:43:18,Analist,Junior,0-1 Yıl,Figma,Türkiye,Yerinde / Ofiste,100-300,Türk Lirası,11.000 - 15.000 TL
23.01.2023 14:43:19,Sql developer,Junior,0-1 Yıl,Sql,Türkiye,Yerinde / Ofiste,100-300,Türk Lirası,11.000 - 15.000 TL
23.01.2023 03:34:20,Fullstack Developer,Junior,0-1 Yıl,"Angular, Java / Spring",Türkiye,Yerinde / Ofiste,100-300,Türk Lirası,16.000 - 20.000 TL
23.01.2023 06:55:31,Qa engineer,Junior,0-1 Yıl,PHP / Laravel,Türkiye,Yerinde / Ofiste,100-300,Türk Lirası,16.000 - 20.000 TL
23.01.2023 18:54:00,Frontend Developer,Junior,0-1 Yıl,"React / NextJS, Javascript",Türkiye,Yerinde / Ofiste,100-300,Türk Lirası,16.000 - 20.000 TL
22.01.2023 21:48:32,Tasarımcı,Tanımsız,7-9 Yıl,"Figma, Adobe Apps",Türkiye,Hybrid,1000-2000,Türk Lirası,11.000 - 15.000 TL
